,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
900,Italy,ITA,1/20/2021,1293080.0,1279638.0,13442.0,28914.0,53794.0,2.14,2.12,0.02,890.0,Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
901,Italy,ITA,1/21/2021,1327043.0,1294273.0,32770.0,33963.0,45684.0,2.19,2.14,0.05,756.0,Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
902,Italy,ITA,1/22/2021,1352307.0,1305708.0,46599.0,25264.0,36944.0,2.24,2.16,0.08,611.0,Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
903,Italy,ITA,1/23/2021,1390356.0,1311242.0,79114.0,38049.0,33452.0,2.3,2.17,0.13,553.0,Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
904,Italy,ITA,1/24/2021,1423845.0,1314228.0,109617.0,33489.0,33133.0,2.35,2.17,0.18,548.0,Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
905,Italy,ITA,1/25/2021,1491554.0,1318679.0,172875.0,67709.0,36960.0,2.47,2.18,0.29,611.0,Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
906,Italy,ITA,1/26/2021,1570375.0,1322690.0,247685.0,78821.0,43744.0,2.6,2.19,0.41,723.0,Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
907,Italy,ITA,1/27/2021,1639498.0,1328254.0,311244.0,69123.0,49488.0,2.71,2.2,0.51,818.0,Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
908,Italy,ITA,1/28/2021,1730870.0,1332352.0,398518.0,91372.0,57690.0,2.86,2.2,0.66,954.0,Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
909,Italy,ITA,1/29/2021,1823985.0,1336114.0,487871.0,93115.0,67383.0,3.02,2.21,0.81,1114.0,Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
910,Italy,ITA,1/30/2021,1908529.0,1339392.0,569137.0,84544.0,74025.0,3.16,2.22,0.94,1224.0,Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
911,Italy,ITA,1/31/2021,1958691.0,1340824.0,617867.0,50162.0,76407.0,3.24,2.22,1.02,1264.0,Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
912,Kuwait,KWT,12/28/2020,2500.0,-106515.06302521005,0.0,0.0,0.0,0.06,-0.3420693277310956,0.0,0.0,Pfizer/BioNTech,Ministry of Health,https://alqabas.com/article/5828928-2500-شخص-حصلوا-على-لقاح-كورونا-في-يومين?id=5828928
913,Latvia,LVA,12/28/2020,595.0,-108420.06302521005,0.0,0.0,0.0,0.03,-0.3720693277310956,0.0,0.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
914,Latvia,LVA,12/29/2020,1473.0,-107542.06302521005,0.0,878.0,878.0,0.08,-0.3220693277310956,0.0,465.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
915,Latvia,LVA,12/30/2020,2261.0,-106754.06302521005,0.0,788.0,833.0,0.12,-0.2820693277310956,0.0,442.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
920,Latvia,LVA,1/4/2021,2960.0,-106055.06302521005,0.0,0.0,338.0,0.16,-0.2420693277310956,0.0,179.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
921,Latvia,LVA,1/5/2021,3849.0,-105166.06302521005,0.0,889.0,339.0,0.2,-0.2020693277310956,0.0,180.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
922,Latvia,LVA,1/6/2021,4625.0,-104390.06302521005,0.0,776.0,338.0,0.25,-0.1520693277310956,0.0,179.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
923,Latvia,LVA,1/7/2021,5433.0,-103582.06302521005,0.0,808.0,433.0,0.29,-0.11206932773109562,0.0,230.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
924,Latvia,LVA,1/8/2021,6338.0,-102677.06302521005,0.0,905.0,542.0,0.34,-0.06206932773109558,0.0,287.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
925,Latvia,LVA,1/9/2021,6643.0,-102372.06302521005,0.0,305.0,566.0,0.35,-0.05206932773109563,0.0,300.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
926,Latvia,LVA,1/10/2021,6974.0,-102041.06302521005,0.0,331.0,593.0,0.37,-0.03206932773109561,0.0,314.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
927,Latvia,LVA,1/11/2021,8336.0,-100679.06302521005,0.0,1362.0,768.0,0.44,0.0379306722689044,0.0,407.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
928,Latvia,LVA,1/12/2021,9956.0,-99059.06302521005,0.0,1620.0,872.0,0.53,0.12793067226890442,0.0,462.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
929,Latvia,LVA,1/13/2021,11462.0,-97553.06302521005,0.0,1506.0,977.0,0.61,0.20793067226890438,0.0,518.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
930,Latvia,LVA,1/14/2021,13279.0,-95736.06302521005,0.0,1817.0,1121.0,0.7,0.29793067226890435,0.0,594.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
931,Latvia,LVA,1/15/2021,15144.0,-93871.06302521005,0.0,1865.0,1258.0,0.8,0.39793067226890444,0.0,667.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
932,Latvia,LVA,1/16/2021,15807.0,-93208.06302521005,0.0,663.0,1309.0,0.84,0.43793067226890436,0.0,694.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
933,Latvia,LVA,1/17/2021,15924.0,-93091.06302521005,0.0,117.0,1279.0,0.84,0.43793067226890436,0.0,678.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
934,Latvia,LVA,1/18/2021,16767.0,-92248.06302521005,0.0,843.0,1204.0,0.89,0.4879306722689044,0.0,638.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
935,Latvia,LVA,1/19/2021,17643.0,-91372.06302521005,0.0,876.0,1098.0,0.94,0.5379306722689043,0.0,582.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
936,Latvia,LVA,1/20/2021,18413.0,-90602.06302521005,0.0,770.0,993.0,0.98,0.5779306722689044,0.0,526.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
937,Latvia,LVA,1/21/2021,18692.0,-90323.06302521005,0.0,279.0,773.0,0.99,0.5879306722689044,0.0,410.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
938,Latvia,LVA,1/22/2021,18905.0,-90110.06302521005,0.0,213.0,537.0,1.0,0.5979306722689044,0.0,285.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
939,Latvia,LVA,1/23/2021,19020.0,-89995.06302521005,0.0,115.0,459.0,1.01,0.6079306722689044,0.0,243.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
941,Latvia,LVA,1/25/2021,19687.0,-89328.06302521005,0.0,0.0,417.0,1.04,0.6379306722689044,0.0,221.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
942,Latvia,LVA,1/26/2021,20535.0,-88480.06302521005,0.0,848.0,413.0,1.09,0.6879306722689045,0.0,219.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
943,Latvia,LVA,1/27/2021,21353.0,-87662.06302521005,0.0,818.0,420.0,1.13,0.7279306722689043,0.0,223.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
944,Latvia,LVA,1/28/2021,22132.0,-86883.06302521005,0.0,779.0,491.0,1.17,0.7679306722689043,0.0,260.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
945,Latvia,LVA,1/29/2021,23093.0,-85922.06302521005,0.0,961.0,598.0,1.22,0.8179306722689044,0.0,317.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
946,Latvia,LVA,1/30/2021,23400.0,-85615.06302521005,0.0,307.0,626.0,1.24,0.8379306722689044,0.0,332.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
947,Lithuania,LTU,12/27/2020,2418.0,2418.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
948,Lithuania,LTU,12/28/2020,5203.0,5203.0,0.0,2785.0,2785.0,0.19,0.19,0.0,1023.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
949,Lithuania,LTU,12/29/2020,8189.0,8189.0,0.0,2986.0,2886.0,0.3,0.3,0.0,1060.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
950,Lithuania,LTU,12/30/2020,9722.0,9722.0,0.0,1533.0,2435.0,0.36,0.36,0.0,894.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
951,Lithuania,LTU,12/31/2020,9747.0,9747.0,0.0,25.0,1832.0,0.36,0.36,0.0,673.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
956,Lithuania,LTU,1/5/2021,10369.0,10369.0,0.0,0.0,311.0,0.38,0.38,0.0,114.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
957,Lithuania,LTU,1/6/2021,13866.0,13866.0,0.0,3497.0,592.0,0.51,0.51,0.0,217.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
958,Lithuania,LTU,1/7/2021,18008.0,18008.0,0.0,4142.0,1180.0,0.66,0.66,0.0,433.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
959,Lithuania,LTU,1/8/2021,23167.0,23167.0,0.0,5159.0,1899.0,0.85,0.85,0.0,698.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
960,Lithuania,LTU,1/9/2021,23471.0,23471.0,0.0,304.0,1925.0,0.86,0.86,0.0,707.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
961,Lithuania,LTU,1/10/2021,23474.0,23474.0,0.0,3.0,1908.0,0.86,0.86,0.0,701.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
962,Lithuania,LTU,1/11/2021,25677.0,25677.0,0.0,2203.0,2205.0,0.94,0.94,0.0,810.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
963,Lithuania,LTU,1/12/2021,27758.0,27758.0,0.0,2081.0,2484.0,1.02,1.02,0.0,912.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
964,Lithuania,LTU,1/13/2021,33839.0,33839.0,0.0,6081.0,2853.0,1.24,1.24,0.0,1048.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
965,Lithuania,LTU,1/14/2021,42436.0,42436.0,0.0,8597.0,3490.0,1.56,1.56,0.0,1282.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
966,Lithuania,LTU,1/15/2021,49664.0,49664.0,0.0,7228.0,3785.0,1.82,1.82,0.0,1390.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
967,Lithuania,LTU,1/16/2021,50753.0,50753.0,0.0,1089.0,3897.0,1.86,1.86,0.0,1432.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
968,Lithuania,LTU,1/17/2021,51883.0,50795.0,1088.0,1130.0,4058.0,1.91,1.87,0.04,1491.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
969,Lithuania,LTU,1/18/2021,56381.0,53622.0,2759.0,4498.0,4386.0,2.07,1.97,0.1,1611.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
970,Lithuania,LTU,1/19/2021,62648.0,55982.0,6666.0,6267.0,4984.0,2.3,2.06,0.24,1831.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
971,Lithuania,LTU,1/20/2021,66079.0,57617.0,8462.0,3431.0,4606.0,2.43,2.12,0.31,1692.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
972,Lithuania,LTU,1/21/2021,67564.0,58482.0,9082.0,1485.0,3590.0,2.48,2.15,0.33,1319.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
973,Lithuania,LTU,1/22/2021,67851.0,58759.0,9092.0,287.0,2598.0,2.49,2.16,0.33,954.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
974,Lithuania,LTU,1/23/2021,67859.0,58767.0,9092.0,8.0,2444.0,2.49,2.16,0.33,898.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
976,Lithuania,LTU,1/25/2021,67896.0,58804.0,9092.0,0.0,1645.0,2.49,2.16,0.33,604.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
977,Lithuania,LTU,1/26/2021,70980.0,61262.0,9718.0,3084.0,1190.0,2.61,2.25,0.36,437.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
978,Lithuania,LTU,1/27/2021,77585.0,64950.0,12635.0,6605.0,1644.0,2.85,2.39,0.46,604.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
979,Lithuania,LTU,1/28/2021,84282.0,68276.0,16006.0,6697.0,2388.0,3.1,2.51,0.59,877.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
980,Lithuania,LTU,1/29/2021,91872.0,71132.0,20740.0,7590.0,3432.0,3.37,2.61,0.76,1261.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
981,Lithuania,LTU,1/30/2021,92425.0,71323.0,21102.0,553.0,3509.0,3.4,2.62,0.78,1289.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
982,Luxembourg,LUX,12/30/2020,1200.0,1200.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/a562f2c6-d8db-4843-8444-0199792bfaac
994,Luxembourg,LUX,1/11/2021,1943.0,1943.0,0.0,0.0,62.0,0.31,0.31,0.0,99.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/a562f2c6-d8db-4843-8444-0199792bfaac
995,Luxembourg,LUX,1/12/2021,2372.0,2372.0,0.0,429.0,114.0,0.38,0.38,0.0,182.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/a562f2c6-d8db-4843-8444-0199792bfaac
996,Luxembourg,LUX,1/13/2021,2871.0,2871.0,0.0,499.0,177.0,0.46,0.46,0.0,283.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/a562f2c6-d8db-4843-8444-0199792bfaac
997,Luxembourg,LUX,1/14/2021,3233.0,3233.0,0.0,362.0,220.0,0.52,0.52,0.0,351.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/a562f2c6-d8db-4843-8444-0199792bfaac
1000,Luxembourg,LUX,1/17/2021,3755.0,3755.0,0.0,0.0,268.0,0.6,0.6,0.0,428.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/a562f2c6-d8db-4843-8444-0199792bfaac
1001,Luxembourg,LUX,1/18/2021,4569.0,4569.0,0.0,814.0,375.0,0.73,0.73,0.0,599.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/a562f2c6-d8db-4843-8444-0199792bfaac
1002,Luxembourg,LUX,1/19/2021,5294.0,5294.0,0.0,725.0,417.0,0.85,0.85,0.0,666.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/a562f2c6-d8db-4843-8444-0199792bfaac
1003,Luxembourg,LUX,1/20/2021,6193.0,6193.0,0.0,899.0,475.0,0.99,0.99,0.0,759.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/a562f2c6-d8db-4843-8444-0199792bfaac
1004,Luxembourg,LUX,1/21/2021,6897.0,6897.0,0.0,704.0,523.0,1.1,1.1,0.0,835.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/a562f2c6-d8db-4843-8444-0199792bfaac
1008,Luxembourg,LUX,1/25/2021,8554.0,7309.0,1245.0,0.0,569.0,1.37,1.17,0.2,909.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/a562f2c6-d8db-4843-8444-0199792bfaac
1009,Luxembourg,LUX,1/26/2021,9525.0,8280.0,1245.0,971.0,604.0,1.52,1.32,0.2,965.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/a562f2c6-d8db-4843-8444-0199792bfaac
1010,Luxembourg,LUX,1/27/2021,10449.0,9107.0,1342.0,924.0,608.0,1.67,1.45,0.21,971.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/a562f2c6-d8db-4843-8444-0199792bfaac
1011,Luxembourg,LUX,1/28/2021,11373.0,9890.0,1483.0,924.0,639.0,1.82,1.58,0.24,1021.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/a562f2c6-d8db-4843-8444-0199792bfaac
1012,Malta,MLT,12/28/2020,130.0,-108885.06302521005,0.0,0.0,0.0,0.03,-0.3720693277310956,0.0,0.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1019,Malta,MLT,1/4/2021,1940.0,-107075.06302521005,0.0,0.0,259.0,0.44,0.0379306722689044,0.0,587.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1026,Malta,MLT,1/11/2021,4870.0,-104145.06302521005,0.0,0.0,419.0,1.1,0.6979306722689045,0.0,949.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1030,Malta,MLT,1/15/2021,9496.0,-99519.06302521005,0.0,0.0,840.0,2.15,1.7479306722689043,0.0,1902.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1032,Malta,MLT,1/17/2021,11705.0,-97310.06302521005,0.0,0.0,1036.0,2.65,2.2479306722689043,0.0,2346.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1033,Malta,MLT,1/18/2021,13002.0,-96013.06302521005,0.0,1297.0,1162.0,2.94,2.5379306722689043,0.0,2632.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1034,Malta,MLT,1/19/2021,14276.0,-94739.06302521005,0.0,1274.0,1178.0,3.23,2.8279306722689044,0.0,2668.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1035,Malta,MLT,1/20/2021,15316.0,-93699.06302521005,0.0,1040.0,1162.0,3.47,3.0679306722689046,0.0,2632.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1036,Malta,MLT,1/21/2021,16531.0,-92484.06302521005,0.0,1215.0,1170.0,3.74,3.3379306722689046,0.0,2650.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1037,Malta,MLT,1/22/2021,17767.0,-91248.06302521005,0.0,1236.0,1182.0,4.02,3.617930672268904,0.0,2677.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1038,Malta,MLT,1/23/2021,18930.0,-90085.06302521005,0.0,1163.0,1190.0,4.29,3.8879306722689044,0.0,2695.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1039,Malta,MLT,1/24/2021,19981.0,18783.0,1198.0,1051.0,1182.0,4.53,4.25,0.27,2677.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1040,Malta,MLT,1/25/2021,21172.0,19709.0,1463.0,1191.0,1167.0,4.8,4.46,0.33,2643.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1041,Malta,MLT,1/26/2021,22371.0,20677.0,1694.0,1199.0,1156.0,5.07,4.68,0.38,2618.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1042,Malta,MLT,1/27/2021,23512.0,21417.0,2095.0,1141.0,1171.0,5.33,4.85,0.47,2652.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1043,Malta,MLT,1/28/2021,24680.0,22162.0,2518.0,1168.0,1164.0,5.59,5.02,0.57,2636.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1044,Malta,MLT,1/29/2021,25822.0,22853.0,2969.0,1142.0,1151.0,5.85,5.18,0.67,2607.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
1045,Mexico,MEX,12/24/2020,2924.0,2924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/041-mas-de-95-de-aplicacion-de-vacunas-contra-covid-19-en-29-entidades-federativas?idiom=es
1048,Mexico,MEX,12/27/2020,6824.0,6824.0,0.0,0.0,1300.0,0.01,0.01,0.0,10.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/041-mas-de-95-de-aplicacion-de-vacunas-contra-covid-19-en-29-entidades-federativas?idiom=es
